instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weekday_name,is_weekend,hour_group,weather_name
9831,2012-02-19,1,1,2,13,0,0,1,0.3,0.303,0.49,0.1642,64,197,261,Winter,Sunday,1,Afternoon,Clear
9832,2012-02-19,1,1,2,14,0,0,2,0.32,0.3182,0.45,0.194,48,189,237,Winter,Sunday,1,Afternoon,Mist
9833,2012-02-19,1,1,2,15,0,0,2,0.3,0.2879,0.49,0.194,85,168,253,Winter,Sunday,1,Afternoon,Mist
9834,2012-02-19,1,1,2,16,0,0,2,0.32,0.303,0.45,0.2836,62,150,212,Winter,Sunday,1,Afternoon,Mist
9835,2012-02-19,1,1,2,17,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157,Winter,Sunday,1,Afternoon,Mist
9836,2012-02-19,1,1,2,18,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167,Winter,Sunday,1,Evening,Mist
9837,2012-02-19,1,1,2,19,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119,Winter,Sunday,1,Evening,Mist
9838,2012-02-19,1,1,2,20,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103,Winter,Sunday,1,Evening,Mist
9839,2012-02-19,1,1,2,21,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36,Winter,Sunday,1,Evening,Light Snow/Rain
9840,2012-02-19,1,1,2,22,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55,Winter,Sunday,1,Evening,Light Snow/Rain
9841,2012-02-19,1,1,2,23,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35,Winter,Sunday,1,Evening,Mist
9842,2012-02-20,1,1,2,0,1,1,2,0.24,0.2576,0.87,0.0896,5,36,41,Winter,Monday,0,Night,Mist
9843,2012-02-20,1,1,2,1,1,1,2,0.24,0.2576,0.87,0.0896,3,12,15,Winter,Monday,0,Night,Mist
9844,2012-02-20,1,1,2,2,1,1,2,0.24,0.2576,0.87,0.0896,1,19,20,Winter,Monday,0,Night,Mist
9845,2012-02-20,1,1,2,3,1,1,2,0.24,0.2273,0.81,0.194,0,8,8,Winter,Monday,0,Night,Mist
9846,2012-02-20,1,1,2,5,1,1,2,0.24,0.2121,0.6,0.3582,0,6,6,Winter,Monday,0,Night,Mist
9847,2012-02-20,1,1,2,6,1,1,1,0.24,0.197,0.52,0.4179,1,9,10,Winter,Monday,0,Morning,Clear
9848,2012-02-20,1,1,2,7,1,1,2,0.22,0.197,0.55,0.3284,2,42,44,Winter,Monday,0,Morning,Mist
9849,2012-02-20,1,1,2,8,1,1,1,0.2,0.1818,0.59,0.3582,9,111,120,Winter,Monday,0,Morning,Clear
9850,2012-02-20,1,1,2,9,1,1,1,0.2,0.1818,0.59,0.3582,12,98,110,Winter,Monday,0,Morning,Clear
9851,2012-02-20,1,1,2,10,1,1,1,0.22,0.197,0.55,0.4478,30,113,143,Winter,Monday,0,Morning,Clear
9852,2012-02-20,1,1,2,11,1,1,1,0.26,0.2273,0.48,0.3582,45,163,208,Winter,Monday,0,Morning,Clear
9853,2012-02-20,1,1,2,12,1,1,1,0.28,0.2727,0.45,0.2239,65,216,281,Winter,Monday,0,Afternoon,Clear
9854,2012-02-20,1,1,2,13,1,1,1,0.3,0.2879,0.42,0.2836,66,246,312,Winter,Monday,0,Afternoon,Clear
9855,2012-02-20,1,1,2,14,1,1,1,0.32,0.3182,0.36,0.194,57,206,263,Winter,Monday,0,Afternoon,Clear
9856,2012-02-20,1,1,2,15,1,1,1,0.34,0.3182,0.34,0.2239,54,235,289,Winter,Monday,0,Afternoon,Clear
9857,2012-02-20,1,1,2,16,1,1,1,0.36,0.3788,0.29,0.1045,64,216,280,Winter,Monday,0,Afternoon,Clear
9858,2012-02-20,1,1,2,17,1,1,1,0.38,0.3939,0.27,0.2537,27,226,253,Winter,Monday,0,Afternoon,Clear
9859,2012-02-20,1,1,2,18,1,1,1,0.34,0.3182,0.34,0.2239,27,215,242,Winter,Monday,0,Evening,Clear
9860,2012-02-20,1,1,2,19,1,1,1,0.34,0.3182,0.34,0.2239,8,164,172,Winter,Monday,0,Evening,Clear
9861,2012-02-20,1,1,2,20,1,1,1,0.34,0.3333,0.34,0.194,9,117,126,Winter,Monday,0,Evening,Clear
9862,2012-02-20,1,1,2,21,1,1,1,0.3,0.303,0.39,0.1642,8,90,98,Winter,Monday,0,Evening,Clear
9863,2012-02-20,1,1,2,22,1,1,1,0.3,0.3182,0.45,0.0896,9,53,62,Winter,Monday,0,Evening,Clear
9864,2012-02-20,1,1,2,23,1,1,1,0.3,0.3333,0.39,0.0,0,26,26,Winter,Monday,0,Evening,Clear
9865,2012-02-21,1,1,2,0,0,2,1,0.26,0.303,0.65,0.0,1,11,12,Winter,Tuesday,0,Night,Clear
9866,2012-02-21,1,1,2,1,0,2,1,0.26,0.303,0.56,0.0,0,7,7,Winter,Tuesday,0,Night,Clear
9867,2012-02-21,1,1,2,2,0,2,1,0.24,0.2879,0.6,0.0,0,3,3,Winter,Tuesday,0,Night,Clear
9868,2012-02-21,1,1,2,4,0,2,1,0.22,0.2727,0.64,0.0,0,2,2,Winter,Tuesday,0,Night,Clear
9869,2012-02-21,1,1,2,5,0,2,1,0.2,0.2576,0.69,0.0,0,15,15,Winter,Tuesday,0,Night,Clear
9870,2012-02-21,1,1,2,6,0,2,1,0.2,0.2576,0.75,0.0,3,83,86,Winter,Tuesday,0,Morning,Clear
9871,2012-02-21,1,1,2,7,0,2,1,0.22,0.2727,0.64,0.0,6,273,279,Winter,Tuesday,0,Morning,Clear
9872,2012-02-21,1,1,2,8,0,2,1,0.2,0.2273,0.69,0.0896,5,459,464,Winter,Tuesday,0,Morning,Clear
9873,2012-02-21,1,1,2,9,0,2,1,0.2,0.2273,0.75,0.1045,6,211,217,Winter,Tuesday,0,Morning,Clear
9874,2012-02-21,1,1,2,10,0,2,1,0.24,0.2273,0.7,0.194,8,77,85,Winter,Tuesday,0,Morning,Clear
9875,2012-02-21,1,1,2,11,0,2,2,0.26,0.2424,0.7,0.2836,5,81,86,Winter,Tuesday,0,Morning,Mist
9876,2012-02-21,1,1,2,12,0,2,2,0.3,0.2727,0.56,0.3881,16,147,163,Winter,Tuesday,0,Afternoon,Mist
9877,2012-02-21,1,1,2,13,0,2,1,0.34,0.303,0.49,0.4179,8,123,131,Winter,Tuesday,0,Afternoon,Clear
9878,2012-02-21,1,1,2,14,0,2,2,0.32,0.2879,0.53,0.3881,16,108,124,Winter,Tuesday,0,Afternoon,Mist
9879,2012-02-21,1,1,2,15,0,2,1,0.34,0.303,0.49,0.4179,23,137,160,Winter,Tuesday,0,Afternoon,Clear
9880,2012-02-21,1,1,2,16,0,2,1,0.36,0.3333,0.46,0.4179,14,240,254,Winter,Tuesday,0,Afternoon,Clear
9881,2012-02-21,1,1,2,17,0,2,1,0.38,0.3939,0.4,0.4478,21,411,432,Winter,Tuesday,0,Afternoon,Clear
9882,2012-02-21,1,1,2,18,0,2,1,0.38,0.3939,0.4,0.4478,11,414,425,Winter,Tuesday,0,Evening,Clear
9883,2012-02-21,1,1,2,19,0,2,1,0.36,0.3333,0.46,0.2985,5,299,304,Winter,Tuesday,0,Evening,Clear
9884,2012-02-21,1,1,2,20,0,2,1,0.34,0.3182,0.53,0.2537,4,223,227,Winter,Tuesday,0,Evening,Clear
9885,2012-02-21,1,1,2,21,0,2,1,0.34,0.3333,0.61,0.1642,7,147,154,Winter,Tuesday,0,Evening,Clear
9886,2012-02-21,1,1,2,22,0,2,2,0.34,0.3333,0.71,0.194,3,97,100,Winter,Tuesday,0,Evening,Mist
9887,2012-02-21,1,1,2,23,0,2,1,0.32,0.303,0.66,0.2239,1,46,47,Winter,Tuesday,0,Evening,Clear
9888,2012-02-22,1,1,2,0,0,3,1,0.32,0.303,0.66,0.2239,5,19,24,Winter,Wednesday,0,Night,Clear
9889,2012-02-22,1,1,2,1,0,3,1,0.32,0.3333,0.7,0.1343,3,4,7,Winter,Wednesday,0,Night,Clear
9890,2012-02-22,1,1,2,2,0,3,1,0.34,0.3182,0.66,0.2836,1,5,6,Winter,Wednesday,0,Night,Clear
9891,2012-02-22,1,1,2,3,0,3,2,0.34,0.3182,0.71,0.2239,1,3,4,Winter,Wednesday,0,Night,Mist
9892,2012-02-22,1,1,2,4,0,3,1,0.34,0.3333,0.71,0.1642,0,2,2,Winter,Wednesday,0,Night,Clear
9893,2012-02-22,1,1,2,5,0,3,1,0.32,0.3333,0.7,0.1045,1,29,30,Winter,Wednesday,0,Night,Clear
9894,2012-02-22,1,1,2,6,0,3,1,0.32,0.3182,0.76,0.1642,5,85,90,Winter,Wednesday,0,Morning,Clear
9895,2012-02-22,1,1,2,7,0,3,1,0.32,0.3333,0.76,0.0896,10,292,302,Winter,Wednesday,0,Morning,Clear
9896,2012-02-22,1,1,2,8,0,3,1,0.3,0.3182,0.75,0.0896,9,567,576,Winter,Wednesday,0,Morning,Clear
9897,2012-02-22,1,1,2,9,0,3,1,0.32,0.3333,0.7,0.0896,11,241,252,Winter,Wednesday,0,Morning,Clear
9898,2012-02-22,1,1,2,10,0,3,1,0.34,0.3485,0.71,0.0896,17,122,139,Winter,Wednesday,0,Morning,Clear
9899,2012-02-22,1,1,2,11,0,3,1,0.36,0.3485,0.66,0.1642,22,149,171,Winter,Wednesday,0,Morning,Clear
9900,2012-02-22,1,1,2,12,0,3,1,0.4,0.4091,0.62,0.2836,21,186,207,Winter,Wednesday,0,Afternoon,Clear
9901,2012-02-22,1,1,2,13,0,3,1,0.42,0.4242,0.54,0.2985,15,175,190,Winter,Wednesday,0,Afternoon,Clear
9902,2012-02-22,1,1,2,14,0,3,1,0.44,0.4394,0.54,0.3284,35,142,177,Winter,Wednesday,0,Afternoon,Clear
9903,2012-02-22,1,1,2,15,0,3,1,0.5,0.4848,0.31,0.4179,34,161,195,Winter,Wednesday,0,Afternoon,Clear
9904,2012-02-22,1,1,2,16,0,3,1,0.52,0.5,0.29,0.4627,30,268,298,Winter,Wednesday,0,Afternoon,Clear
9905,2012-02-22,1,1,2,17,0,3,1,0.52,0.5,0.32,0.3881,43,486,529,Winter,Wednesday,0,Afternoon,Clear
9906,2012-02-22,1,1,2,18,0,3,2,0.48,0.4697,0.41,0.3284,42,483,525,Winter,Wednesday,0,Evening,Mist
9907,2012-02-22,1,1,2,19,0,3,2,0.46,0.4545,0.44,0.2836,22,305,327,Winter,Wednesday,0,Evening,Mist
9908,2012-02-22,1,1,2,20,0,3,2,0.44,0.4394,0.47,0.194,25,249,274,Winter,Wednesday,0,Evening,Mist
9909,2012-02-22,1,1,2,21,0,3,2,0.48,0.4697,0.33,0.2836,19,220,239,Winter,Wednesday,0,Evening,Mist
9910,2012-02-22,1,1,2,22,0,3,2,0.44,0.4394,0.47,0.2537,18,129,147,Winter,Wednesday,0,Evening,Mist
9911,2012-02-22,1,1,2,23,0,3,2,0.46,0.4545,0.41,0.2836,5,57,62,Winter,Wednesday,0,Evening,Mist
9912,2012-02-23,1,1,2,0,0,4,2,0.44,0.4394,0.47,0.2537,12,30,42,Winter,Thursday,0,Night,Mist
9913,2012-02-23,1,1,2,1,0,4,2,0.44,0.4394,0.58,0.2836,3,12,15,Winter,Thursday,0,Night,Mist
9914,2012-02-23,1,1,2,2,0,4,2,0.44,0.4394,0.62,0.2239,5,4,9,Winter,Thursday,0,Night,Mist
9915,2012-02-23,1,1,2,3,0,4,3,0.44,0.4394,0.67,0.194,2,4,6,Winter,Thursday,0,Night,Light Snow/Rain
9916,2012-02-23,1,1,2,4,0,4,1,0.4,0.4091,0.76,0.2239,0,1,1,Winter,Thursday,0,Night,Clear
9917,2012-02-23,1,1,2,5,0,4,1,0.4,0.4091,0.76,0.2239,2,30,32,Winter,Thursday,0,Night,Clear
9918,2012-02-23,1,1,2,6,0,4,1,0.36,0.3485,0.87,0.194,3,88,91,Winter,Thursday,0,Morning,Clear
9919,2012-02-23,1,1,2,7,0,4,1,0.36,0.3485,0.81,0.2239,9,317,326,Winter,Thursday,0,Morning,Clear
9920,2012-02-23,1,1,2,8,0,4,1,0.34,0.3333,0.87,0.194,11,549,560,Winter,Thursday,0,Morning,Clear
9921,2012-02-23,1,1,2,9,0,4,1,0.36,0.3333,0.81,0.2537,14,228,242,Winter,Thursday,0,Morning,Clear
9922,2012-02-23,1,1,2,10,0,4,1,0.42,0.4242,0.67,0.194,41,107,148,Winter,Thursday,0,Morning,Clear
9923,2012-02-23,1,1,2,11,0,4,1,0.48,0.4697,0.48,0.2836,54,128,182,Winter,Thursday,0,Morning,Clear
9924,2012-02-23,1,1,2,12,0,4,1,0.5,0.4848,0.42,0.2537,25,199,224,Winter,Thursday,0,Afternoon,Clear
9925,2012-02-23,1,1,2,13,0,4,1,0.52,0.5,0.39,0.194,30,188,218,Winter,Thursday,0,Afternoon,Clear
9926,2012-02-23,1,1,2,14,0,4,1,0.54,0.5152,0.37,0.2537,36,156,192,Winter,Thursday,0,Afternoon,Clear
9927,2012-02-23,1,1,2,15,0,4,1,0.54,0.5152,0.33,0.1343,46,171,217,Winter,Thursday,0,Afternoon,Clear
9928,2012-02-23,1,1,2,16,0,4,1,0.56,0.5303,0.32,0.0,45,298,343,Winter,Thursday,0,Afternoon,Clear
9929,2012-02-23,1,1,2,17,0,4,1,0.54,0.5152,0.32,0.1642,49,561,610,Winter,Thursday,0,Afternoon,Clear
9930,2012-02-23,1,1,2,18,0,4,1,0.54,0.5152,0.37,0.1343,36,486,522,Winter,Thursday,0,Evening,Clear
9931,2012-02-23,1,1,2,19,0,4,1,0.5,0.4848,0.39,0.0896,20,349,369,Winter,Thursday,0,Evening,Clear
9932,2012-02-23,1,1,2,20,0,4,1,0.46,0.4545,0.44,0.1343,23,246,269,Winter,Thursday,0,Evening,Clear
9933,2012-02-23,1,1,2,21,0,4,1,0.44,0.4394,0.51,0.2239,17,205,222,Winter,Thursday,0,Evening,Clear
9934,2012-02-23,1,1,2,22,0,4,1,0.44,0.4394,0.54,0.2537,19,118,137,Winter,Thursday,0,Evening,Clear
9935,2012-02-23,1,1,2,23,0,4,1,0.44,0.4394,0.54,0.0,14,71,85,Winter,Thursday,0,Evening,Clear
9936,2012-02-24,1,1,2,0,0,5,2,0.44,0.4394,0.58,0.0896,12,34,46,Winter,Friday,0,Night,Mist
9937,2012-02-24,1,1,2,1,0,5,1,0.44,0.4394,0.62,0.194,3,15,18,Winter,Friday,0,Night,Clear
9938,2012-02-24,1,1,2,2,0,5,3,0.42,0.4242,0.77,0.2836,1,4,5,Winter,Friday,0,Night,Light Snow/Rain
9939,2012-02-24,1,1,2,3,0,5,1,0.42,0.4242,0.82,0.1343,0,5,5,Winter,Friday,0,Night,Clear
9940,2012-02-24,1,1,2,4,0,5,1,0.4,0.4091,0.87,0.1343,0,2,2,Winter,Friday,0,Night,Clear
9941,2012-02-24,1,1,2,5,0,5,2,0.4,0.4091,0.87,0.194,1,25,26,Winter,Friday,0,Night,Mist
9942,2012-02-24,1,1,2,6,0,5,2,0.4,0.4091,0.87,0.1642,2,80,82,Winter,Friday,0,Morning,Mist
9943,2012-02-24,1,1,2,7,0,5,2,0.4,0.4091,0.76,0.2239,7,265,272,Winter,Friday,0,Morning,Mist
9944,2012-02-24,1,1,2,8,0,5,2,0.38,0.3939,0.76,0.3284,17,452,469,Winter,Friday,0,Morning,Mist
9945,2012-02-24,1,1,2,9,0,5,3,0.36,0.3333,0.81,0.2537,15,229,244,Winter,Friday,0,Morning,Light Snow/Rain
9946,2012-02-24,1,1,2,10,0,5,3,0.36,0.3485,0.81,0.1642,22,119,141,Winter,Friday,0,Morning,Light Snow/Rain
9947,2012-02-24,1,1,2,11,0,5,2,0.36,0.3636,0.81,0.1045,27,136,163,Winter,Friday,0,Morning,Mist
9948,2012-02-24,1,1,2,12,0,5,2,0.4,0.4091,0.76,0.1343,27,201,228,Winter,Friday,0,Afternoon,Mist
9949,2012-02-24,1,1,2,13,0,5,2,0.42,0.4242,0.71,0.1045,30,153,183,Winter,Friday,0,Afternoon,Mist
9950,2012-02-24,1,1,2,14,0,5,2,0.46,0.4545,0.67,0.1045,5,26,31,Winter,Friday,0,Afternoon,Mist
9951,2012-02-24,1,1,2,15,0,5,3,0.4,0.4091,0.87,0.194,11,83,94,Winter,Friday,0,Afternoon,Light Snow/Rain
9952,2012-02-24,1,1,2,16,0,5,3,0.4,0.4091,0.87,0.194,12,166,178,Winter,Friday,0,Afternoon,Light Snow/Rain
9953,2012-02-24,1,1,2,17,0,5,3,0.42,0.4242,0.94,0.1045,14,242,256,Winter,Friday,0,Afternoon,Light Snow/Rain
9954,2012-02-24,1,1,2,18,0,5,2,0.42,0.4242,0.94,0.0,11,289,300,Winter,Friday,0,Evening,Mist
9955,2012-02-24,1,1,2,19,0,5,2,0.44,0.4394,0.88,0.1045,6,227,233,Winter,Friday,0,Evening,Mist
9956,2012-02-24,1,1,2,20,0,5,1,0.44,0.4394,0.62,0.4179,8,159,167,Winter,Friday,0,Evening,Clear
9957,2012-02-24,1,1,2,21,0,5,1,0.42,0.4242,0.35,0.806,1,151,152,Winter,Friday,0,Evening,Clear
9958,2012-02-24,1,1,2,22,0,5,1,0.4,0.4091,0.37,0.5821,4,102,106,Winter,Friday,0,Evening,Clear
9959,2012-02-24,1,1,2,23,0,5,1,0.38,0.3939,0.37,0.6866,10,76,86,Winter,Friday,0,Evening,Clear
9960,2012-02-25,1,1,2,0,0,6,1,0.36,0.3333,0.43,0.3881,5,56,61,Winter,Saturday,1,Night,Clear
9961,2012-02-25,1,1,2,1,0,6,1,0.34,0.303,0.42,0.3582,4,42,46,Winter,Saturday,1,Night,Clear
9962,2012-02-25,1,1,2,2,0,6,1,0.32,0.303,0.45,0.2537,1,37,38,Winter,Saturday,1,Night,Clear
9963,2012-02-25,1,1,2,3,0,6,1,0.3,0.2727,0.45,0.2985,0,7,7,Winter,Saturday,1,Night,Clear
9964,2012-02-25,1,1,2,4,0,6,1,0.3,0.2727,0.42,0.3284,0,2,2,Winter,Saturday,1,Night,Clear
9965,2012-02-25,1,1,2,5,0,6,2,0.3,0.2727,0.42,0.2985,0,3,3,Winter,Saturday,1,Night,Mist
9966,2012-02-25,1,1,2,6,0,6,2,0.3,0.2727,0.42,0.2985,1,12,13,Winter,Saturday,1,Morning,Mist
9967,2012-02-25,1,1,2,7,0,6,1,0.28,0.2424,0.45,0.4478,3,20,23,Winter,Saturday,1,Morning,Clear
9968,2012-02-25,1,1,2,8,0,6,1,0.26,0.2273,0.48,0.2985,3,90,93,Winter,Saturday,1,Morning,Clear
9969,2012-02-25,1,1,2,9,0,6,3,0.22,0.197,0.75,0.3284,15,107,122,Winter,Saturday,1,Morning,Light Snow/Rain
9970,2012-02-25,1,1,2,10,0,6,1,0.26,0.2273,0.6,0.3582,24,159,183,Winter,Saturday,1,Morning,Clear
9971,2012-02-25,1,1,2,11,0,6,1,0.3,0.2576,0.39,0.6119,23,187,210,Winter,Saturday,1,Morning,Clear
9972,2012-02-25,1,1,2,12,0,6,1,0.32,0.2727,0.29,0.6567,41,217,258,Winter,Saturday,1,Afternoon,Clear
9973,2012-02-25,1,1,2,13,0,6,1,0.32,0.2879,0.31,0.4925,48,178,226,Winter,Saturday,1,Afternoon,Clear
9974,2012-02-25,1,1,2,14,0,6,1,0.32,0.2727,0.29,0.5522,35,181,216,Winter,Saturday,1,Afternoon,Clear
9975,2012-02-25,1,1,2,15,0,6,1,0.32,0.2879,0.29,0.4179,21,211,232,Winter,Saturday,1,Afternoon,Clear
9976,2012-02-25,1,1,2,16,0,6,1,0.32,0.2727,0.26,0.5821,32,163,195,Winter,Saturday,1,Afternoon,Clear
9977,2012-02-25,1,1,2,17,0,6,1,0.3,0.2727,0.33,0.3582,16,143,159,Winter,Saturday,1,Afternoon,Clear
9978,2012-02-25,1,1,2,18,0,6,1,0.3,0.2576,0.28,0.5821,7,126,133,Winter,Saturday,1,Evening,Clear
9979,2012-02-25,1,1,2,19,0,6,1,0.26,0.2121,0.33,0.4478,12,137,149,Winter,Saturday,1,Evening,Clear
9980,2012-02-25,1,1,2,20,0,6,1,0.26,0.2121,0.3,0.5522,10,95,105,Winter,Saturday,1,Evening,Clear
9981,2012-02-25,1,1,2,21,0,6,1,0.24,0.2121,0.35,0.3284,5,80,85,Winter,Saturday,1,Evening,Clear
9982,2012-02-25,1,1,2,22,0,6,1,0.24,0.197,0.38,0.4627,4,78,82,Winter,Saturday,1,Evening,Clear
9983,2012-02-25,1,1,2,23,0,6,1,0.24,0.197,0.41,0.4179,7,84,91,Winter,Saturday,1,Evening,Clear
9984,2012-02-26,1,1,2,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70,Winter,Sunday,1,Night,Clear
9985,2012-02-26,1,1,2,1,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55,Winter,Sunday,1,Night,Clear
9986,2012-02-26,1,1,2,2,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42,Winter,Sunday,1,Night,Clear
9987,2012-02-26,1,1,2,3,0,0,1,0.24,0.2273,0.41,0.194,0,21,21,Winter,Sunday,1,Night,Clear
9988,2012-02-26,1,1,2,4,0,0,1,0.24,0.2273,0.41,0.194,1,5,6,Winter,Sunday,1,Night,Clear
9989,2012-02-26,1,1,2,5,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5,Winter,Sunday,1,Night,Clear
9990,2012-02-26,1,1,2,6,0,0,1,0.22,0.197,0.44,0.3284,0,2,2,Winter,Sunday,1,Morning,Clear
9991,2012-02-26,1,1,2,7,0,0,1,0.2,0.1818,0.51,0.2985,2,20,22,Winter,Sunday,1,Morning,Clear
9992,2012-02-26,1,1,2,8,0,0,1,0.2,0.197,0.51,0.2537,2,57,59,Winter,Sunday,1,Morning,Clear
9993,2012-02-26,1,1,2,9,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87,Winter,Sunday,1,Morning,Clear
9994,2012-02-26,1,1,2,10,0,0,1,0.26,0.2576,0.41,0.1642,27,161,188,Winter,Sunday,1,Morning,Clear
9995,2012-02-26,1,1,2,11,0,0,1,0.28,0.2576,0.41,0.2836,43,184,227,Winter,Sunday,1,Morning,Clear
9996,2012-02-26,1,1,2,12,0,0,1,0.3,0.303,0.39,0.1343,49,256,305,Winter,Sunday,1,Afternoon,Clear
9997,2012-02-26,1,1,2,13,0,0,1,0.32,0.3333,0.36,0.0,58,267,325,Winter,Sunday,1,Afternoon,Clear
9998,2012-02-26,1,1,2,14,0,0,1,0.34,0.3485,0.31,0.0,68,263,331,Winter,Sunday,1,Afternoon,Clear
9999,2012-02-26,1,1,2,15,0,0,1,0.36,0.3485,0.29,0.0,72,281,353,Winter,Sunday,1,Afternoon,Clear
10000,2012-02-26,1,1,2,16,0,0,1,0.36,0.3333,0.32,0.2537,64,275,339,Winter,Sunday,1,Afternoon,Clear
10001,2012-02-26,1,1,2,17,0,0,1,0.36,0.3485,0.32,0.2239,46,241,287,Winter,Sunday,1,Afternoon,Clear
10002,2012-02-26,1,1,2,18,0,0,1,0.34,0.3182,0.36,0.2836,17,199,216,Winter,Sunday,1,Evening,Clear
10003,2012-02-26,1,1,2,19,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143,Winter,Sunday,1,Evening,Clear
10004,2012-02-26,1,1,2,20,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88,Winter,Sunday,1,Evening,Clear
10005,2012-02-26,1,1,2,21,0,0,1,0.3,0.303,0.45,0.1343,8,75,83,Winter,Sunday,1,Evening,Clear
10006,2012-02-26,1,1,2,22,0,0,1,0.3,0.2879,0.42,0.2239,3,68,71,Winter,Sunday,1,Evening,Clear
10007,2012-02-26,1,1,2,23,0,0,1,0.26,0.2576,0.56,0.1642,5,59,64,Winter,Sunday,1,Evening,Clear
10008,2012-02-27,1,1,2,0,0,1,1,0.26,0.2424,0.6,0.2537,2,27,29,Winter,Monday,0,Night,Clear
10009,2012-02-27,1,1,2,1,0,1,1,0.26,0.2576,0.65,0.2239,0,6,6,Winter,Monday,0,Night,Clear
10010,2012-02-27,1,1,2,2,0,1,1,0.26,0.2273,0.7,0.2985,0,4,4,Winter,Monday,0,Night,Clear
10011,2012-02-27,1,1,2,3,0,1,1,0.24,0.2424,0.75,0.1642,0,2,2,Winter,Monday,0,Night,Clear
10012,2012-02-27,1,1,2,4,0,1,1,0.22,0.2273,0.8,0.1343,0,1,1,Winter,Monday,0,Night,Clear
10013,2012-02-27,1,1,2,5,0,1,1,0.22,0.2273,0.8,0.1343,0,16,16,Winter,Monday,0,Night,Clear
10014,2012-02-27,1,1,2,6,0,1,1,0.24,0.2273,0.7,0.2537,1,89,90,Winter,Monday,0,Morning,Clear
10015,2012-02-27,1,1,2,7,0,1,1,0.24,0.2273,0.6,0.2239,2,278,280,Winter,Monday,0,Morning,Clear
10016,2012-02-27,1,1,2,8,0,1,1,0.24,0.2424,0.6,0.0,14,514,528,Winter,Monday,0,Morning,Clear
10017,2012-02-27,1,1,2,9,0,1,1,0.26,0.2576,0.6,0.194,11,219,230,Winter,Monday,0,Morning,Clear
10018,2012-02-27,1,1,2,10,0,1,1,0.32,0.303,0.45,0.2537,16,88,104,Winter,Monday,0,Morning,Clear
10019,2012-02-27,1,1,2,11,0,1,1,0.36,0.3333,0.43,0.2537,11,92,103,Winter,Monday,0,Morning,Clear
10020,2012-02-27,1,1,2,12,0,1,1,0.4,0.4091,0.37,0.2985,13,164,177,Winter,Monday,0,Afternoon,Clear
10021,2012-02-27,1,1,2,13,0,1,1,0.4,0.4091,0.43,0.2836,23,159,182,Winter,Monday,0,Afternoon,Clear
10022,2012-02-27,1,1,2,14,0,1,1,0.46,0.4545,0.36,0.2836,24,134,158,Winter,Monday,0,Afternoon,Clear
10023,2012-02-27,1,1,2,15,0,1,1,0.52,0.5,0.25,0.4179,24,150,174,Winter,Monday,0,Afternoon,Clear
10024,2012-02-27,1,1,2,16,0,1,1,0.54,0.5152,0.26,0.4478,20,266,286,Winter,Monday,0,Afternoon,Clear
10025,2012-02-27,1,1,2,17,0,1,1,0.54,0.5152,0.24,0.4478,26,503,529,Winter,Monday,0,Afternoon,Clear
10026,2012-02-27,1,1,2,18,0,1,1,0.52,0.5,0.27,0.4179,10,517,527,Winter,Monday,0,Evening,Clear
10027,2012-02-27,1,1,2,19,0,1,1,0.5,0.4848,0.29,0.3881,16,318,334,Winter,Monday,0,Evening,Clear
10028,2012-02-27,1,1,2,20,0,1,1,0.48,0.4697,0.33,0.3582,11,208,219,Winter,Monday,0,Evening,Clear
10029,2012-02-27,1,1,2,21,0,1,1,0.46,0.4545,0.36,0.2836,14,181,195,Winter,Monday,0,Evening,Clear
10030,2012-02-27,1,1,2,22,0,1,1,0.44,0.4394,0.44,0.2537,9,83,92,Winter,Monday,0,Evening,Clear
10031,2012-02-27,1,1,2,23,0,1,1,0.42,0.4242,0.5,0.1642,6,50,56,Winter,Monday,0,Evening,Clear
10032,2012-02-28,1,1,2,0,0,2,1,0.42,0.4242,0.54,0.1343,0,10,10,Winter,Tuesday,0,Night,Clear
10033,2012-02-28,1,1,2,1,0,2,1,0.38,0.3939,0.62,0.1642,0,6,6,Winter,Tuesday,0,Night,Clear
10034,2012-02-28,1,1,2,2,0,2,1,0.4,0.4091,0.54,0.1045,1,2,3,Winter,Tuesday,0,Night,Clear
10035,2012-02-28,1,1,2,3,0,2,1,0.4,0.4091,0.32,0.3582,0,6,6,Winter,Tuesday,0,Night,Clear
10036,2012-02-28,1,1,2,4,0,2,1,0.32,0.2879,0.42,0.3582,0,2,2,Winter,Tuesday,0,Night,Clear
10037,2012-02-28,1,1,2,5,0,2,1,0.32,0.2879,0.42,0.3582,1,20,21,Winter,Tuesday,0,Night,Clear
